EVENT_ID,EPISODE_ID,BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,BEGIN_DATE_TIME,END_DATE_TIME,DAMAGE_PROPERTY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,BEGIN_LOCATION,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
740260,123182,201802,24,1936,201802,24,1943,123182,740260,TENNESSEE,47,2018,February,24/02/2018 19:36,24/02/2018 19:43,25.00K,EF0,7.38,75,LIBERTY,JEWELL,36.2266,-88.6918,36.2898,-88.5851,A strong cold front interacted with a very unstable airmass across the Midsouth during the afternoon and evening hours of February 24h. All facets of severe weather occurred.,A weak tornado tracked across rural areas knocking down trees.,CSV
740265,123182,201802,24,2002,201802,24,2007,123182,740265,TENNESSEE,47,2018,February,24/02/2018 20:02,24/02/2018 20:07,50.00K,EF1,3.85,75,INDIA,NOBLES,36.3321,-88.2714,36.3546,-88.2081,A strong cold front interacted with a very unstable airmass across the Midsouth during the afternoon and evening hours of February 24h. All facets of severe weather occurred.,A weak tornado tracked northeast of Paris knocking down trees and a few power poles.,CSV
740610,123494,201804,13,1748,201804,13,1754,123494,740610,ARKANSAS,5,2018,April,13/04/2018 17:48,13/04/2018 17:54,0.00K,EF1,4.96,250,OZONE,ROSETTA,35.6662,-93.4634,35.7127,-93.396,"Numerous supercell thunderstorms moved across Arkansas from the evening of April 13th into the early morning hours of April 14th. These storms produced multiple weak tornadoes and damaging wind gusts across Arkansas. The tornadoes and damaging wind gusts produced primarily light structural damage, and one of the hardest hit areas was a nursing home near Mountain Home that was heavily damaged by 85 mph straight line winds.","The tornado developed just northwest of Ozone in northern Johnson county, just south of County Road 5420, knocking down several large pine trees. This tornado continued northeast through rural areas of the Ozark National Forest, continuing to knock down several pine and a few hardwood trees, including a few snapped trunks. This tornado lifted just east of Arkansas Hwy 21 near County Road 5571.",CSV
740611,123494,201804,13,1945,201804,13,1946,123494,740611,ARKANSAS,5,2018,April,13/04/2018 19:45,13/04/2018 19:46,10.00K,EF1,0.5,150,GAMALIEL,GAMALIEL,36.4193,-92.2605,36.4208,-92.2517,"Numerous supercell thunderstorms moved across Arkansas from the evening of April 13th into the early morning hours of April 14th. These storms produced multiple weak tornadoes and damaging wind gusts across Arkansas. The tornadoes and damaging wind gusts produced primarily light structural damage, and one of the hardest hit areas was a nursing home near Mountain Home that was heavily damaged by 85 mph straight line winds.","This tornado touched down near the intersection of Arkansas Hwy 101 and County Road 804, with several trees either uprooted or trunks snapped. There was also some minor damage to a church, along with damage to a garage and outbuildings.",CSV
740614,123494,201804,13,2013,201804,13,2014,123494,740614,ARKANSAS,5,2018,April,13/04/2018 20:13,13/04/2018 20:14,0.00K,EF0,0.16,100,OPPELO,OPPELO,35.0808,-92.8024,35.0807,-92.7995,"Numerous supercell thunderstorms moved across Arkansas from the evening of April 13th into the early morning hours of April 14th. These storms produced multiple weak tornadoes and damaging wind gusts across Arkansas. The tornadoes and damaging wind gusts produced primarily light structural damage, and one of the hardest hit areas was a nursing home near Mountain Home that was heavily damaged by 85 mph straight line winds.","Several trees were snapped or uprooted near Timberlake Reservoir, mainly confined to the Haynes Lane area.",CSV
740617,123494,201804,13,2113,201804,13,2114,123494,740617,ARKANSAS,5,2018,April,13/04/2018 21:13,13/04/2018 21:14,2.00K,EF0,0.09,80,EL PASO,EL PASO,35.0921,-92.034,35.0921,-92.0324,"Numerous supercell thunderstorms moved across Arkansas from the evening of April 13th into the early morning hours of April 14th. These storms produced multiple weak tornadoes and damaging wind gusts across Arkansas. The tornadoes and damaging wind gusts produced primarily light structural damage, and one of the hardest hit areas was a nursing home near Mountain Home that was heavily damaged by 85 mph straight line winds.","A brief tornado occurred along Bears Den Lane southeast of El Paso, AR, uprooting or snapping trees and damaging an outbuilding.",CSV
740620,123494,201804,13,1851,201804,13,1852,123494,740620,ARKANSAS,5,2018,April,13/04/2018 18:51,13/04/2018 18:52,,EF0,0.65,100,ODEN,ODEN,34.6296,-93.8257,34.6357,-93.817,"Numerous supercell thunderstorms moved across Arkansas from the evening of April 13th into the early morning hours of April 14th. These storms produced multiple weak tornadoes and damaging wind gusts across Arkansas. The tornadoes and damaging wind gusts produced primarily light structural damage, and one of the hardest hit areas was a nursing home near Mountain Home that was heavily damaged by 85 mph straight line winds.","A brief tornado was witnessed by Law Enforcement west of Pencil Bluff, or northwest of Oden in western Montgomery County. A cooperative observer also reported several trees down in the area of a shooting range in the Ouachita National Forest property nearby.",CSV
740791,123499,201803,17,2031,201803,17,2036,123499,740791,GEORGIA,13,2018,March,17/03/2018 20:31,17/03/2018 20:36,500.00K,EF1,5.06,630,CLEVELAND WHITE ARPT,CLEVELAND WHITE ARPT,34.7903,-83.784,34.7402,-83.719,"An upper-level short wave sweeping southeast through the southern Appalachians spawned isolated severe thunderstorms across the region. Cold air aloft, associated with the short wave, produced large hail in portions of north and central Georgia. Enhanced shear along a warm front helped to produced an isolated tornado in northeast Georgia.","A National Weather Service survey team found that an EF1 tornado, with a maximum wind speed of 105 mph and a maximum path width of 630 yards, moved across northern White County. The tornado touched down at the Upper Chattahoochee River Campground in the Chattahoochee Wildlife Management area, just south of the Union County line. Hundreds of trees were blown down as the tornado travelled southeast across the northern portion of the Wildlife Management Area. The tornado passed out of the Chattahoochee WMA along Highway 17 north of Dyers Drive where it struck an RV resort containing dozens of recreational vehicles. Dozens of trees were blown down in the resort area destroying four buildings and an unoccupied trailer. Other large trees narrowly missed several occupied trailers in the park. Across Highway 17 from the resort, an entire stand of several hundred trees was snapped or uprooted along a ridge. This area around the RV resort and the ridge is where the tornado reached its maximum strength of 105 mph and width of 630 yards. The tornado quickly weakened after crossing the ridge but continued moving southeast through forest land snapping and uprooting trees. The path crossed Tray Mountain Road before ending north of Unicoi State Park along Anna Ruby Falls Road. In total, it is estimated that a thousand or more trees were snapped or uprooted along the entire path of this tornado. [03/17/18: Tornado #1, County #1/1, EF-1, White, 2018:004].",CSV
740807,123500,201803,19,2113,201803,19,2114,123500,740807,GEORGIA,13,2018,March,19/03/2018 21:13,19/03/2018 21:14,300.00K,EF1,1.02,400,HOOPER,STEADMAN,33.774,-85.3617,33.776,-85.3441,"Widespread severe thunderstorms broke out across central and north Georgia during the evening hours of March 19th, through the early morning hours of the 20th as a warm front lifted north across the region ahead of a strong storm system developing across the lower Mississippi Valley.","A National Weather Service survey team found that the tornado that struck Jacksonville, AL moved into Georgia as an EF1 with a maximum wind speed of 95 mph and a maximum path width of 400 yards. The tornado entered Georgia northwest of Tallapoosa along Broad Street, snapping and uprooting trees along the road as it moved east for about a mile before ending on Edgar Little Circle between Broad Street and Womack Road. A large Oak tree fell on a home about 1/4 of a mile east of the state line resulting in extensive damage. No injuries were reported. [03/19/18: Tornado #1, County #1/1, EF-1, Haralson, 2018:005].",CSV
740815,123500,201803,19,2125,201803,19,2127,123500,740815,GEORGIA,13,2018,March,19/03/2018 21:25,19/03/2018 21:27,300.00K,EF1,1.39,500,BUCHANAN,BUCHANAN,33.8115,-85.1924,33.7916,-85.1888,"Widespread severe thunderstorms broke out across central and north Georgia during the evening hours of March 19th, through the early morning hours of the 20th as a warm front lifted north across the region ahead of a strong storm system developing across the lower Mississippi Valley.","A National Weather Service survey team found that an EF1 tornado with maximum wind speeds of 90 mph and a maximum path width of 500 yards occurred on the west side of the city of Buchanan. The tornado touched down north of the New Vision Church of God cemetery and travelled south southeast snapping and uprooting small trees. The tornado intensified and grew in size as it crossed Highway 120 west of the Highway 27 Business Route, reaching its peak in intensity and width south of the highway along Tallapoosa Street. Several large trees were uprooted with one falling on and destroying a home on Tallapoosa Street, seriously injuring two people inside the home. The tornado continued a short distance to the south southeast before dissipating quickly between Jeffers Street and Macedonia Church Road west of Highway 27 Business Route. [03/19/18: Tornado #2, County #1/1, EF-1, Haralson, 2018:006].",CSV
740823,123500,201803,19,2211,201803,19,2214,123500,740823,GEORGIA,13,2018,March,19/03/2018 22:11,19/03/2018 22:14,750.00K,EF2,0.53,315,CAMPBELLTON,CAMPBELLTON,33.6226,-84.6252,33.6267,-84.6176,"Widespread severe thunderstorms broke out across central and north Georgia during the evening hours of March 19th, through the early morning hours of the 20th as a warm front lifted north across the region ahead of a strong storm system developing across the lower Mississippi Valley.","A national Weather Service survey team found that an EF2 tornado with maximum wind speeds of 120 mph and a maximum path width of 315 yards touched down in the South Fulton community between Fairburn and Campbellton. Most of the damage was to two-story homes in the Chestnut Ridge subdivision. More than 50 homes sustained visible damage with at least half sustaining significant damage. The worst damage occurred along Jumpers Trace between Jodhpur Way Suffolk Lane. In this small area, numerous homes had large sections of their roofs removed along with large pieces of the exterior, upstairs, walls. Large trees along the northern and eastern edges of the neighborhood were snapped or uprooted. The tornado continued east for a short distance, ending after crossing Highway 92 just north of Jones Road, but not before it removed part of a roof on a house off of the highway and shingles from the roofs of several houses along Winstar Lane. No injuries were reported. [03/19/18: Tornado #3, County #1/1, EF-2, Fulton, 2018:007].",CSV
741140,123403,201804,13,1813,201804,13,1823,123403,741140,MISSOURI,29,2018,April,13/04/2018 18:13,13/04/2018 18:23,300.00K,EF2,9,100,MACOMB,OWENS,37.0944,-92.4922,37.1903,-92.3834,A strong cold front and associated spring storm system produce severe thunderstorms with very large hail and several tornadoes across the Missouri Ozarks.,An EF-2 tornado with a width of 100 yards and a track on the ground for 9 miles tore through portions of Wright County. The tornado had a maximum estimated wind speed of 130 mph. The track started near Macomb and lifted about 5 miles north of Norwood. One home was completely destroyed in additional to numerous trees and outbuildings blown down or damaged.,CSV
741141,123403,201804,13,1835,201804,13,1840,123403,741141,MISSOURI,29,2018,April,13/04/2018 18:35,13/04/2018 18:40,25.00K,EF1,5,75,DAWSON,GRAFF,37.2543,-92.3271,37.3015,-92.2533,A strong cold front and associated spring storm system produce severe thunderstorms with very large hail and several tornadoes across the Missouri Ozarks.,An EF-1 tornado with a maximum width of 75 yards and estimated maximum wind speed up to 100 mph tracked approximately 5 miles across eastern rural Wright County. Numerous trees and outbuildings were damaged.,CSV
741142,123403,201804,13,1900,201804,13,1902,123403,741142,MISSOURI,29,2018,April,13/04/2018 19:00,13/04/2018 19:02,20.00K,EF1,1.44,50,UPTON,ROUBIDOUX,37.3844,-92.1495,37.3872,-92.1234,A strong cold front and associated spring storm system produce severe thunderstorms with very large hail and several tornadoes across the Missouri Ozarks.,"An EF-1 tornado with maximum width of 50 yards and estimated winds up to 95 mph tore through rural portions of Texas County. The track was just over a mile long. There was damage to a roof, carport, several outbuildings, and trees.",CSV
741143,123403,201804,13,1920,201804,13,1925,123403,741143,MISSOURI,29,2018,April,13/04/2018 19:20,13/04/2018 19:25,25.00K,EF1,5.54,50,DENT,KIMBLE,37.5234,-91.9248,37.5767,-91.8494,A strong cold front and associated spring storm system produce severe thunderstorms with very large hail and several tornadoes across the Missouri Ozarks.,"An EF-1 Tornado damaged a house, a vacant mobile home, and numerous trees were snapped and uprooted. The tornado developed four miles west northwest of Licking and tracked five miles along Highway 32 before lifting five miles southeast of Beulah near Sherrill.  The maximum width was 50 yards and estimated wind speed up to 100 mph.",CSV
741400,123615,201803,28,1406,201803,28,1409,123615,741400,LOUISIANA,22,2018,March,28/03/2018 14:06,28/03/2018 14:09,0.50K,EF1,4.26,1200,IRMA,IRMA,31.8059,-93.0195,31.8189,-92.9485,"A cold front shifted south and became stationary across portions of Deep East Texas and the southern and eastern sections of Northcentral Louisiana during the afternoon hours of March 28th. A warm and unstable air mass was present near and south of the front, as a large upper level trough shifted east across Texas during the evening and overnight hours, taking on a negative tilt as it entered the region late. Showers and thunderstorms developed throughout the day on March 28th across much of East Texas and North Louisiana ahead of this trough, with surface low pressure developing along the front over Northcentral Louisiana. The combined instability and increased wind shear near and south of the front resulted in severe thunderstorm development, producing numerous reports of damaging winds and and a couple of isolated tornadoes during the afternoon. Additional thunderstorms intensified during the evening and overnight hours along and south of the front ahead of the approaching upper trough, with periods of heavy rainfall training over the same areas, resulting in flash flooding over portions of Northcentral Louisiana. These storms diminished during the early morning hours of March 29th with the passage of the trough.","An EF-1 tornado with estimated maximum winds near 100 mph touched down along Highway 71 south of Clarence, where large branches were blown down and the tops of several trees were twisted off. The tornado continued east northeast where it paralleled Highway 84 and uprooted numerous trees, before crossing over into Winn Parish.",CSV
741401,123615,201803,28,1409,201803,28,1422,123615,741401,LOUISIANA,22,2018,March,28/03/2018 14:09,28/03/2018 14:22,200.00K,EF1,11.72,1200,ST MAURICE,COLDWATER,31.8189,-92.9485,31.9617,-92.8406,"A cold front shifted south and became stationary across portions of Deep East Texas and the southern and eastern sections of Northcentral Louisiana during the afternoon hours of March 28th. A warm and unstable air mass was present near and south of the front, as a large upper level trough shifted east across Texas during the evening and overnight hours, taking on a negative tilt as it entered the region late. Showers and thunderstorms developed throughout the day on March 28th across much of East Texas and North Louisiana ahead of this trough, with surface low pressure developing along the front over Northcentral Louisiana. The combined instability and increased wind shear near and south of the front resulted in severe thunderstorm development, producing numerous reports of damaging winds and and a couple of isolated tornadoes during the afternoon. Additional thunderstorms intensified during the evening and overnight hours along and south of the front ahead of the approaching upper trough, with periods of heavy rainfall training over the same areas, resulting in flash flooding over portions of Northcentral Louisiana. These storms diminished during the early morning hours of March 29th with the passage of the trough.","This is a continuation of the EF-1 tornado from Natchitoches Parish. This tornado intensified shortly after crossing into Winn Parish along Highway 84, where it caused considerable tree damage in the Kisatchie National Forest before the tornado started to take a more northeasterly turn near the southern sections of Saline Lake. The tornado began to parallel Lakeshore Drive northeastward where it uprooted and split several hardwood trees along Lakeshore Drive and Mulligan Inn Loop. Several homes along the east bank of Saline Lake received structural damage from trees falling onto the homes. In this area, the tornado was at its strongest near 105 mph and reached its greatest width. The tornado continued northeastward causing sporadic tree damage along Saline Lake Road before it lifted near the vicinity of Coldwater Road just southwest of the community of Calvin.",CSV
741418,123615,201803,28,1547,201803,28,1549,123615,741418,LOUISIANA,22,2018,March,28/03/2018 15:47,28/03/2018 15:49,15.00K,EF1,1.08,350,HEBERT,HEBERT,32.1779,-91.9954,32.1825,-91.9778,"A cold front shifted south and became stationary across portions of Deep East Texas and the southern and eastern sections of Northcentral Louisiana during the afternoon hours of March 28th. A warm and unstable air mass was present near and south of the front, as a large upper level trough shifted east across Texas during the evening and overnight hours, taking on a negative tilt as it entered the region late. Showers and thunderstorms developed throughout the day on March 28th across much of East Texas and North Louisiana ahead of this trough, with surface low pressure developing along the front over Northcentral Louisiana. The combined instability and increased wind shear near and south of the front resulted in severe thunderstorm development, producing numerous reports of damaging winds and and a couple of isolated tornadoes during the afternoon. Additional thunderstorms intensified during the evening and overnight hours along and south of the front ahead of the approaching upper trough, with periods of heavy rainfall training over the same areas, resulting in flash flooding over portions of Northcentral Louisiana. These storms diminished during the early morning hours of March 29th with the passage of the trough.","An EF-1 tornado with estimated maximum winds near 95 mph touched down along Highway 133 just south of the Hebert community where it uprooted a tree. It continued east northeast paralleling Highway 561, where it uprooted or twisted several trees and uplifted shingles and the roofing off of two mobile homes. The tornado then destroyed an out-building and a barn shortly before crossing into Richland Parish.",CSV
741681,122701,201803,18,2014,201803,18,2018,122701,741681,TEXAS,48,2018,March,18/03/2018 20:14,18/03/2018 20:18,,EF1,3.15,70,GLAZIER,GLAZIER,36.0248,-100.2995,36.0558,-100.2582,"A upper level low developed across the far NE Texas Panhandle with an associated dryline back to the south and southwest. A jet streak working into west Texas during the afternoon helped bring strong shear throughout the column into the Panhandles. In particular, noticeable surface based directional shear right along the dry line, west winds to the west and east winds east of the dryline helped storms develop rotation along the converging boundary. Storms that developed had broad rotation along a small line of individual couplets. Some deeper cores did produce some severe hail across the northeastern Panhandles. A landspout was confirmed by spotters in far southeast Ochiltree County along with an  6 mile weak EF-1 tornado track through parts of Hemphill and Lipscomb counties.","A tornado touched down in rural Hemphill County northwest of Glazier. The tornado caused damage to trees, power poles and out building equivalent to a lower end EF1.",CSV
741682,122701,201803,18,2018,201803,18,2024,122701,741682,TEXAS,48,2018,March,18/03/2018 20:18,18/03/2018 20:24,,EF1,2.88,70,LIPSCOMB,LIPSCOMB,36.0558,-100.2582,36.0891,-100.2273,"A upper level low developed across the far NE Texas Panhandle with an associated dryline back to the south and southwest. A jet streak working into west Texas during the afternoon helped bring strong shear throughout the column into the Panhandles. In particular, noticeable surface based directional shear right along the dry line, west winds to the west and east winds east of the dryline helped storms develop rotation along the converging boundary. Storms that developed had broad rotation along a small line of individual couplets. Some deeper cores did produce some severe hail across the northeastern Panhandles. A landspout was confirmed by spotters in far southeast Ochiltree County along with an  6 mile weak EF-1 tornado track through parts of Hemphill and Lipscomb counties.","A tornado touched down in rural Hemphill County northwest of Glazier and continued into Lipscomb County. The tornado caused damage to trees, power poles and out building equivalent to a lower end EF1.",CSV
741725,123664,201802,10,1718,201802,10,1719,123664,741725,ALABAMA,1,2018,February,10/02/2018 17:18,10/02/2018 17:19,10.00K,EF0,0.17,100,YELLOW PINE,YELLOW PINE,31.4669,-88.3843,31.4689,-88.3826,"A brief, weak tornado touched down near Chatom and caused minor damage.",A brief EF-0 tornado touched down just south of Hwy 56 and east of Flat Branch Road. The tornado resulted in damage to the metal roof of a residence along with one window blown out. Scattered softwood tree damage was noted along the short path.,CSV
741729,123528,201803,19,1553,201803,19,1554,123528,741729,MISSISSIPPI,28,2018,March,19/03/2018 15:53,19/03/2018 15:54,500.00K,EF0,0.82,125,TISHOMINGO CO ARPT,TISHOMINGO CO ARPT,34.5051,-88.2099,34.5075,-88.1959,"An unstable airmass and advancing cold front produced severe thunderstorms capable of large hail, damaging winds and a tornado across portions of north Mississippi during the morning and late afternoon hours of March 19th.",One home and two apartments suffered minor roof damage. In addition several large trees were uprooted and a fence was blown over.,CSV
741930,123684,201804,3,1714,201804,3,1717,123684,741930,OHIO,39,2018,April,03/04/2018 17:14,03/04/2018 17:17,100.00K,EF0,1.25,50,BRUNO,BRUNO,39.8452,-82.4391,39.8441,-82.4157,"A warm front lifted across the middle Ohio River Valley on the morning of the 3rd. This brought a round of showers and thunderstorms. Showers lingered across central and eastern Ohio through much of the day with the warm front in the vicinity. A strong cold front then pushed through in the evening with strong to severe thunderstorms. Periods of heavy rain, first with the warm front, and then again with the cold front led to flooding.","An EF0 tornado skipped along a roughly 1.25 mile path. Damage indicators were sparse, however, three pull-behind campers were tossed around at the beginning of the path near Ridenour Road in a convergent pattern and tree damage at the end of the path also indicated a convergent pattern.  A single wide mobile home, just off Ridenour Road, was shifted 3 to 4 feet off its foundation. Another trailer had roof damage and debris blown through the windows on the west facing side, and another outbuilding further east along the path had the roof ripped off.  Several trees along the path were either uprooted or snapped.",CSV
741943,123683,201802,7,511,201802,7,514,123683,741943,ALABAMA,1,2018,February,07/02/2018 05:11,07/02/2018 05:14,0.00K,EF0,1.97,150,SILOAM,SILOAM,32.4284,-88.2756,32.4257,-88.2419,"A line of thunderstorms moved across Central Alabama during the early morning hours of Wednesday, February 7, 2018. Supercells embedded within the line were responsible for producing large hail, damaging winds, and several tornadoes. Severe weather was not anticipated as most model guidance indicated insufficient instability and wind shear for the development of supercells, tornadoes and other severe convective hazards. Even so, a marginal risk was highlighted for the western and southern portions of Central Alabama. The storms exhibited organization and frequent lightning, indicators that instability was likely higher than expected. The radar signatures were marginal at best and therefore, only a few Severe Thunderstorm Warnings were issued during the event.","The National Weather Service surveyed damage near Siloam in southern Sumter County and determined the damage was consistent with an EF0 tornado, with maximum sustained winds near 80 mph. The tornado started on the east side of a private lake south of Buck Creek where it uprooted two trees, one causing minor damage to a lake house roof. The tornado continued east into a forested area near Buck Creek where it uprooted several more trees. The tornado continued east toward a convenience store at the intersection of County Road 9 and Highway 17. It caused heavy roof damage to the south side of a house and tore two pieces of sheet metal off of the convenience store. The tornado continued east through a densely forested area and tree damage was found further east along a portion of Walker Road between Highway 17 and U.S. Highway 80. The tornado likely dissipated just to the east of this point.",CSV
742178,123573,201804,3,1545,201804,3,1550,123573,742178,OHIO,39,2018,April,03/04/2018 15:45,03/04/2018 15:50,500.00K,EF1,8.75,200,BRYON,YELLOW SPGS,39.7473,-83.971,39.7939,-83.8229,Severe thunderstorms and tornadoes developed ahead of a strong cold front. Between one to three inches of rain fell across the region.,"The tornado first touched down in the 1000 block of Ludlow Road in Beavercreek Township. One barn on the property had roof damage, while the other barn had wall damage. In addition, a silo collapsed. Numerous hardwood and softwood trees were damaged and there was roof and chimney damage to the home. This damage was consistent with low end EF1/high end EF0 damage, with wind estimated at 85 to 90 mph.||Several properties further east along Ludlow Road sustained damage. The most significant being in the 800 block, where a home sustained more than 30 percent of its roof torn off, multiple broken windows, and structural damage to both the exterior and interior walls of the home. Damage to the home was consistent with wind speeds of 90 to 95 mph, EF1 category. Additional significant barn and tree damage occurred on the property.||Further east on Ludlow Road, in the 700 to 500 block, several homes sustained roof damage, with significant damage to barns. Such damage was consistent with high end EF0 damage of 75 to 80 mph.||The tornado continued eastward in the 2400 North Block of U.S. 68. A home received minor siding and roof damage as well as a collapsed chimney, with a fence also destroyed. A large camper was rolled over and the roof was lifted off a brick outbuilding. Damage to this property was consistent with EF1 strength of near 90 mph.||Further east along Clifton Road, structural damage occurred to barns along with roof and porch damage to homes in the 700 and 800 block of Clifton Road. Damage in this area was consistent with EF0 damage of about 75 mph.||Damage became more significant further northeast along Clifton Road, where substantial damage occurred to several barns, along with snapped softwood and hardwood trees. In addition, significant roof and siding damage was present on the residences of two homes in the 2400 block of Clifton Road. Damage here was consistent with low end EF1 between 86 and 90 mph. A sheep farm in this area did experience the loss of five sheep.||The northern most extent of confirmed tornado damage was along State Route 72 and Clifton Road. While there was widespread tree and roof damage along Wilberforce-Clifton Road and State Route 72 south of Clifton, this damage was all in the same direction to the north-northeast, without substantial evidence of back-splatter as associated with rotation. While the wind damage was significant in this area, estimated to be as high as 80 mph, this damage was more consistent with straight line wind damage.",CSV
742179,123573,201804,3,1556,201804,3,1559,123573,742179,OHIO,39,2018,April,03/04/2018 15:56,03/04/2018 15:59,85.00K,EF1,4.3,150,CORTVILLE,SOUTH CHARLESTON,39.7948,-83.7592,39.814,-83.6853,Severe thunderstorms and tornadoes developed ahead of a strong cold front. Between one to three inches of rain fell across the region.,"The tornado touched down on Cortsville Road where a barn was destroyed and a large hardwood tree was knocked down.||Damage continued to the east-northeast, particularly at the McDorman Farm on Selma Pike. At this property, multiple buildings were damaged. A significant portion of the roof of one building was completely lifted off and blown into an adjacent field. On another building, multiple sides had siding removed and sustained some roof damage. Exterior walls on multiple sides of a large barn were also damaged.||It is possible that the tornado briefly lifted beyond this property, although additional tornadic damage was observed as far east as Clifton Road. Shutters were removed and lifted from multiple sides of a two-story home. One tree was also downed nearby. An eyewitness report confirmed the presence of a tornado in this vicinity. The tornado is believed to have ended shortly after as no additional damage was observed further east along Clifton Road and within South Charleston.",CSV
742181,123573,201804,3,1614,201804,3,1615,123573,742181,OHIO,39,2018,April,03/04/2018 16:14,03/04/2018 16:15,60.00K,EF0,0.2,50,NEWPORT,NEWPORT,39.8588,-83.4949,39.8603,-83.4924,Severe thunderstorms and tornadoes developed ahead of a strong cold front. Between one to three inches of rain fell across the region.,"The tornado appears to have touched down at a farm on Roberts Mill Road, where several barns sustained heavy damage. These barns had complete roof removal and the collapse of exterior walls. Barn roofing and wall material was thrown west- northwest across Roberts Mill Road into the tops of trees of adjacent properties, and strewn across fields on the west side of Roberts Mill Road. The damage is consistent with wind speeds around 85 mph.||Other barn damage observed on State Route 38 south of Newport, Old Xenia Road SW south of London, and on State Route 56 southeast of London, was all determined to be nontornadic with no conclusive components of typical tornado damage.",CSV
742188,123573,201804,3,1637,201804,3,1641,123573,742188,OHIO,39,2018,April,03/04/2018 16:37,03/04/2018 16:41,120.00K,EF1,2.63,75,GROVE CITY,GROVE CITY,39.8588,-83.0829,39.8753,-83.0382,Severe thunderstorms and tornadoes developed ahead of a strong cold front. Between one to three inches of rain fell across the region.,"The tornado initially touched down just south of Orders Road and moved northeast, crossing Hoover Road and I-71, and eventually White Road before lifting just north of White Road and just south of Stringtown Road.||The most significant damage along this path occurred on the west side of I-71, first near Orders Road where 4 large utility poles were snapped at the base and lying across Orders Road. Structural damage was found to multiple townhouses and other structures on the west side of Hoover Road, where a newly built detached garage was completely destroyed, and several townhouses had partial uplift and removal of roofing and damage to exterior walls. Many townhouses had garage doors pushed in, with portions of roofs removed. Debris spatter was indicated on all 4 sides of several structures. Four more large electrical transmission poles were snapped on the west side of Hoover Road. Eyewitness photos and videos confirm a tornado on the ground in this area. The most significant damage in this area was consistent with wind speeds around 105 mph and represents the strongest of the winds associated with this tornado.||As the tornado crossed I-71, it began to weaken and lift as damage became lighter and more intermittent, consisting of tree and minor structural damage to roofing materials. Still, many homes immediately east of I-71 suffered at least minor damage and/or tree damage before the tornado lifted.",CSV
742306,123730,201804,3,1617,201804,3,1633,123730,742306,ILLINOIS,17,2018,April,03/04/2018 16:17,03/04/2018 16:33,250.00K,EF1,9.98,125,CRAINVILLE,SPILLERTOWN,37.7616,-89.0737,37.7893,-88.8943,"An outbreak of severe thunderstorms occurred during the afternoon and evening. Several tornadoes were spawned along a line of fast-moving thunderstorms. Four of the tornadoes were associated with a persistent circulation that moved east across Williamson and Saline Counties, passing just north of Marion and Harrisburg. The circulation exited southern Illinois along the Wabash River southeast of Carmi. A fifth tornado was associated with a circulation that tracked east across Massac and Pope Counties in the southern tip of the state.  The severe storm outbreak occurred ahead of a cold front that accelerated east-southeast toward the mid Mississippi Valley. Cooling aloft ahead of a shortwave trough over the Plains, combined with diurnal heating and moist southerly winds, resulted in a corridor of deepening convection ahead of the front. Steep mid-level lapse rates and strong effective wind shear promoted some large hail within the strongest storms.","The tornado touched down in Carterville and tracked east-northeast across Energy to Interstate 57. One to two dozen homes received roof and siding damage. Some of the roof damage was considerable, including loss of the roof decking. One business in Energy sustained major damage, with considerable roof loss and blown out windows. Several barns, sheds, and other structures sustained roof damage. Hundreds of trees were damaged or uprooted. Some downed trees blocked roads. Power poles were snapped. About 400 utility customers lost power throughout the county. The tornado lifted a couple miles northeast of Spillertown, where it was reported by state police. Peak winds were estimated near 105 mph.",CSV
742311,123730,201804,3,1738,201804,3,1742,123730,742311,ILLINOIS,17,2018,April,03/04/2018 17:38,03/04/2018 17:42,50.00K,EF1,2.25,225,NEW HAVEN,NEW HAVEN,37.9512,-88.0651,37.9742,-88.0359,"An outbreak of severe thunderstorms occurred during the afternoon and evening. Several tornadoes were spawned along a line of fast-moving thunderstorms. Four of the tornadoes were associated with a persistent circulation that moved east across Williamson and Saline Counties, passing just north of Marion and Harrisburg. The circulation exited southern Illinois along the Wabash River southeast of Carmi. A fifth tornado was associated with a circulation that tracked east across Massac and Pope Counties in the southern tip of the state.  The severe storm outbreak occurred ahead of a cold front that accelerated east-southeast toward the mid Mississippi Valley. Cooling aloft ahead of a shortwave trough over the Plains, combined with diurnal heating and moist southerly winds, resulted in a corridor of deepening convection ahead of the front. Steep mid-level lapse rates and strong effective wind shear promoted some large hail within the strongest storms.","At a farming business located in very sparsely populated country, considerable damage occurred in a storage yard. Numerous heavy irrigation pipes were moved, and some were bent. Three barns lost metal roofing. A semi tanker trailer was overturned. Debris was thrown 200 to 400 yards. Farming irrigation equipment was damaged and moved. In a small wooded area immediately behind the storage yard, dozens of large trees were snapped or uprooted in a convergent pattern. The path continued intermittently through a wooded area to the flood plain of the Wabash River. Peak winds were estimated near 110 mph.",CSV
