,EPISODE_ID,STATE_FIPS,EPISODE_NARRATIVE
82,124071,28,"A warm front was stretched across the region on April 6th. As a disturbance rode along this stalled front, it brought copious amounts of rain to the region thanks to ample moisture in place. As daytime heating occurred, some storms developed which brought severe weather to the region."
83,124085,22,A cold front moved into the region during the morning with showers and thunderstorms. One tornado occurred along with a seperate severe thunderstorm.
84,124092,17,"A strong cold front moved through the region triggering storms. Some of the storms produced severe weather, mainly large hail and an isolated tornado."
85,124123,22,A moist and unstable air mass moved into the region ahead of a cold front while an upper level disturbance pushed over the area. Heavy rain and severe weather occurred through the morning as the front moved through.
86,124125,22,"A warm front was stretched across the region on April 6th. As a disturbance rode along this stalled front, it brought copious amounts of rain to the region thanks to ample moisture in place. As daytime heating occurred, some storms developed which brought severe weather to the region."
87,124149,48,"A line of thunderstorms produced some wind damage, flash flooding and a tornado."
88,124156,42,"An EF1 tornado was confirmed in Gray, Somerset County, by a NWS storm survey. Maximum wind speeds were estimated at 90 mph, with a path length of one-half to three-quarters of a mile and a maximum path width of 100 yards."
89,124158,42,"An EF1 tornado was confirmed near Kantner in Somerset County by a NWS storm survey. Maximum wind speeds were estimated at 100-110 mph, with a path length of one-quarter of a mile and a maximum path width of 100 yards."
90,124163,5,Widespread thunderstorms developed across eastern Oklahoma during the evening of the 26th as a cold front moved into the area. These thunderstorms slowly spread into northwestern Arkansas during the morning of the 27th. The strongest storms produced a tornado and damaging wind gusts across portions of west-central Arkansas. The heavy rainfall from these thunderstorms resulted in isolated flash flooding across portions of northwestern Arkansas.
91,124185,36,"An approaching cold front triggered numerous severe thunderstorms over southeastern New York. These storms produced 3 tornadoes in the Lower Hudson Valley, as well as microbursts and macroburts."
92,124224,5,Severe thunderstorms developed over eastern Oklahoma during the early afternoon hours of the 13th as a cold front moved into the area. These storms organized into a line as they approached northwestern Arkansas and produced damaging wind gusts across the area through early evening as well as a weak tornado. Scattered storms formed over far eastern Oklahoma ahead of the line and moved across portions of northwestern Arkansas during the mid afternoon. One of these storms produced a strong tornado in Crawford County that injured four people and caused considerable damage near and around the town of Mountainburg.
93,124227,8,"A severe thunderstorm near Boulder produced penny to quarter size hail.  In addition, a weak tornado touched down briefly near Bear Lake in Rocky Mountain National Park.  No damage was observed."
94,124244,48,"During the early evening hours on March 28th, isolated severe thunderstorms developed across northern Mexico and Deep South Texas. Storms formed within an environment of very unstable air and very strong vertical wind shear in advance of an approaching cold front with assistance from an approaching upper level disturbance. Severe storms occurred across the Brush Country during the evening. The storms congealed into a squall line late in the evening. Large hail and winds of at least 60 mph were observed with several of these storms across the Brush Country. During the early morning hours on March 29th, the squall line intensified as it advanced into the Coastal Bend and the Victoria area. Widespread winds between 40 and 60 mph were observed behind the squall line during this time. Sufficient low level shear in the lowest several thousand feet existed to produce mesovortices along the squall line. Several of these mesovortices produced tornadoes across the Coastal Bend during the early morning hours."
95,124265,30,"Multiple thunderstorms developed over north-central and southwest Montana during the afternoon and evening of May 9th, 2018 as a shortwave trough and accompanying Pacific cold front approached from the west. An ordinary cell thunderstorm produced a brief tornado six-miles southwest of Moore, MT in the early evening. Multiple pictures indicated the tornado lofted dirt into the air, but no damage, injuries, or deaths occurred. Also, a flash flood occurred in Helena later that evening."
96,124292,5,"During the evening hours of Friday, April 13th, scattered supercells developed across northeast Louisiana within the broad warm sector of a strong surface cyclone centered near the Kansas/Nebraska border. These storms exhibited rotation almost immediately, and began producing tornadoes across northern Louisiana. Two tornadoes occurred in the NWS Jackson forecast area in association with a cell that tracked from near Rayville, LA north northeastward along the Boeuf River. These storms also produced strong wind as they continued into southeast Arkansas. Overnight, as the cold front associated with the storm system began to advance eastward, a quasi-linear convective system developed over the ArkLaTex and advanced eastward. These storms reached the western portion of the NWS Jackson forecast area after 2:30 am on Saturday, April 14th. Six tornadoes occurred during the early morning hours across southeast Arkansas and northeast Louisiana in association with this line of storms. The storms continued to produce damaging straight-line winds, knocking down trees and power lines in many areas, through the morning hours as it continued eastward into Mississippi. A few additional tornadoes also developed along the line, including one in Flowood, one near Noxapater, one in western Lamar County, and an EF2 tornado in Meridian."
97,124296,22,"During the evening hours of Friday, April 13th, scattered supercells developed across northeast Louisiana within the broad warm sector of a strong surface cyclone centered near the Kansas/Nebraska border. These storms exhibited rotation almost immediately, and began producing tornadoes across northern Louisiana. Two tornadoes occurred in the NWS Jackson forecast area in association with a cell that tracked from near Rayville, LA north northeastward along the Boeuf River. These storms also produced strong wind as they continued into southeast Arkansas. Overnight, as the cold front associated with the storm system began to advance eastward, a quasi-linear convective system developed over the ArkLaTex and advanced eastward. These storms reached the western portion of the NWS Jackson forecast area after 2:30 am on Saturday, April 14th. Six tornadoes occurred during the early morning hours across southeast Arkansas and northeast Louisiana in association with this line of storms. The storms continued to produce damaging straight-line winds, knocking down trees and power lines in many areas, through the morning hours as it continued eastward into Mississippi. A few additional tornadoes also developed along the line, including one in Flowood, one near Noxapater, one in western Lamar County, and an EF2 tornado in Meridian."
98,124297,42,"An EF0 tornado was confirmed near Buffalo Mills in Bedford County by a NWS storm survey. Maximum wind speeds were estimated at 80 mph, with a path length of one-quarter of a mile and a maximum path width of approximately 100 yards."
99,124301,28,"During the evening hours of Friday, April 13th, scattered supercells developed across northeast Louisiana within the broad warm sector of a strong surface cyclone centered near the Kansas/Nebraska border. These storms exhibited rotation almost immediately, and began producing tornadoes across northern Louisiana. Two tornadoes occurred in the NWS Jackson forecast area in association with a cell that tracked from near Rayville, LA north northeastward along the Boeuf River. These storms also produced strong wind as they continued into southeast Arkansas. Overnight, as the cold front associated with the storm system began to advance eastward, a quasi-linear convective system developed over the ArkLaTex and advanced eastward. These storms reached the western portion of the NWS Jackson forecast area after 2:30 am on Saturday, April 14th. Six tornadoes occurred during the early morning hours across southeast Arkansas and northeast Louisiana in association with this line of storms. The storms continued to produce damaging straight-line winds, knocking down trees and power lines in many areas, through the morning hours as it continued eastward into Mississippi. A few additional tornadoes also developed along the line, including one in Flowood, one near Noxapater, one in western Lamar County, and an EF2 tornado in Meridian."
100,124321,39,Thunderstorms developed during the late afternoon and evening hours in a warm and unstable air mass that was in place across the region.
101,124323,32,"A closed upper level low situated across northern Nevada produced isolated to scattered showers and thunderstorms on May 11th, 2018. The showers and thunderstorms produced two separate tornadoes. The first tornado occurred south of Interstate 80 near Golconda in an open field. The second tornado touched down north of Golconda off U.S. Highway 95 and crossed a dirt road. No damage was observed."
102,124326,12,"The interaction between a strengthening low pressure system in the eastern Gulf of Mexico and the Atlantic Bermuda High caused south winds to develop across the Florida peninsula. These winds brought a surge of moisture from the Caribbean across the state of Florida. A weak inverted trough/low pressure system developed in the eastern Gulf of Mexico, this in turn increased the low-level shear across much of east central Florida. Widespread showers and thunderstorms were ongoing throughout the day. One thunderstorm just offshore the Brevard County Coast became strong and developed a mesocyclone. This storm produced a waterspout that moved onshore and produced minor damage on Merritt Island. A second storm over inland Martin County developed a mesocyclone and produced a weak tornado, resulting in minor damage near Indiantown."
103,124334,8,An isolated severe thunderstorm produced quarter size hail in northwest Morgan County.  A weak tornado touched down briefly in Elbert County.  No damage was observed.
104,124363,30,"A warm front moving generally across eastern Montana, in conjunction with an upper level low centered over south central Montana and northwestern Wyoming, produced enough instability and lift to produce severe thunderstorms across northeast Montana. These produced locally heavy rainfall, a few produced large hail, and one produced a weak, short-lived tornado."
105,124364,48,Severe storms erupted along the dryline during the late afternoon and continued into the  early morning hours of May 3rd.  The storms resulted in several reports of damaging winds and large hail across West Central Texas.
106,124409,17,"Low pressure tracking across central Illinois triggered a line of fast-moving thunderstorms during the afternoon of April 3rd.  The storms primarily impacted locations south of the I-72 corridor, with one cell embedded within the line producing an EF-1 tornado in southern Effingham County.  Thunderstorms earlier in the day dropped locally heavy rainfall of 3-5 inches across portions of Coles County, including 3.76 in Charelston.  Due to excessive rainfall rates over a short period of time, flash flooding occurred in the Charleston-Mattoon area.  Numerous roads were closed due to high water, including IL-16 between Mattoon and Charleston.  Several homes had to be evacuated and water rescues took place in a neighborhood on the south side of Mattoon."
107,124410,1,"Six tornadoes and hail up to 3 inches in diameter affected the northern areas of Central Alabama on the afternoon and evening hours of March 19th, with a rare PDS (Particularly Dangerous Situation) Tornado Watch issued for a large portion of Central Alabama. An environment favorable for significant severe thunderstorms developed as a low-amplitude upper-level trough moved into the region with a deepening surface low passing across far north Alabama.  These two features resulted in a deep column of strong wind shear with 0-6km Bulk Shear values of 60-70 knots. Additionally, moist southerly flow, warm surface temperatures, and colder temperatures aloft yielded a moderately unstable air mass. Initially, thunderstorms were producing large to very large hail. However, the tornado threat increased in the late afternoon and evening hours as wind speeds at low levels increased with the arrival of a low-level jet."
108,124416,42,"An EF1 tornado was confirmed near Enola, Cumberland County, by a NWS storm survey. Maximum wind speeds were estimated at 90 mph, with a path length of approximately 200 yards and a maximum path width of 40 yards."
109,124447,35,"A deep fetch of moisture surged north and west into New Mexico on May 21, 2018 ahead of an upper level low pressure system approaching from Arizona. The combination of strong afternoon heating and moist instability allowed showers and thunderstorms to develop along the Continental Divide during the mid to late morning hours of the 21st. Hail, high winds, and funnel clouds were reported along the Continental Divide before spreading northeastward into the Rio Grande Valley during the early afternoon. A cluster of thunderstorms that developed just southwest of the Albuquerque Metro Area around 3 pm dumped copious amounts of hail and torrential rainfall across the city. Some parts of Albuquerque reported up to one inch of rain in less than 20 minutes. One woman was killed and five others injured when they were swept away in the urban drainage system designed to carry flood waters. These storms shifted east into the high plains of eastern New Mexico through the late afternoon and evening hours with more widespread severe weather. The Raton area also saw copious amounts of hail and heavy rainfall. Lincoln County was particularly hard hit with large hail up to the size of golf balls. Hail accumulated to at least one foot east of Alto as several severe storms moved over the same area. A funnel cloud was also spotted to the northeast of Ruidoso Downs. Heavy rainfall and small hail spread eastward into the plains through the overnight hours where many parts of eastern New Mexico picked up between one and two inches of rainfall."
110,124450,35,"For a third day in a row, and potentially the most widespread, severe weather impacted eastern New Mexico on May 23, 2018 as a strong dry line shifted east across the high plains. Showers and thunderstorms fired up just east of the central mountain chain by the mid to late afternoon hours then moved eastward on to the high plains through the early evening. A very impressive supercell storm over far southwestern Chaves County produced two tornadoes and large hail. Other storms in the area also produced severe hail and funnel clouds before merging into a large cluster of strong storms near Roswell. Another very impressive, long duration supercell storm over western San Miguel County produced torrential rainfall, flooding, high winds, and very large hail near Tecolotito and Anton Chico. Several other storms across the eastern plains were strong to severe with heavy rain, hail, and high winds."
111,124462,27,"A series of thunderstorms developed Friday afternoon along a cold front, amidst a moisture rich air mass. Another area of storms developed across the eastern Dakotas, and raced eastward across central, and southern Minnesota. The storms along the front produced a weak landspout tornado near Minnesota Lake. Other storms produced marginal severe hail in the northwest part of the Twin Cities, with larger hail, up to golf ball size, west of Albert Lea."
112,124503,6,"Torrential rain from an atmospheric river with locally heavy convective showers brought flash flooding to portions of the northern Sierra and Motherlode foothills. The heaviest flooding was in Groveland, where 4-5 of rain fell, combining with 8-9 of rain in higher elevations upstream. There was also widespread damage in Tuolumne County to roads from debris flows, soil erosion, erosion of water conveyance systems, sewer systems that were inundated with excess water and debris. Roads damaged inluded state Highways 49 and 132. Moccasin Dam was damaged and came close to failure, with  road closures. A tornado struck an amphitheater in Wheatland and caused minor damage. Heavy snow caused travel problems over Sierra highways."
113,124573,8,"Severe thunderstorms formed the afternoon of Memorial Day.  Fourteen tornadoes were observed by spotters and chasers in the afternoon.  A rare sighting of a tornado was reported from Jackson County.  Some of the strongest storms formed across northeast Colorado, along a surface convergence boundary. The boundary extended from Kit Carson County north into Washington County, and then through Morgan and Weld counties. Intense convection that developed right on top of the boundary generated several tornadoes, with a few occurring simultaneously, especially across extreme southeast Washington County. Most of the tornadoes touched down in open fields and produced just minor crop damage. The heaviest damage occurred in Cope, in southeast Washington County, from an EF-1 tornado.  It caused extensive damage to a carport and garage on the southeast side of town, and downed some trees. The storms also produced hail up to the size of tennis balls in Washington County.  Further west, across the foothills west of Denver and across metro Denver,  instability was weaker and marginally severe hail occurred, including accumulating hail across the south metro Denver."
114,124592,19,"For a third consecutive day, a boundary found itself draped from NE to SW roughly cutting the state of Iowa in half.  Similar afternoon conditions resulted as well with 1000 - 2000 J/kg MUCAPE, little CIN, and borderline to good effective bulk shear around 30 to 40 kts and pushing 50 kts at times.  With storms more closely rooted to the boundary, low level helicity in excess of 150 m2/s2 raised at least some concern for tornadoes. After a few initial discrete cells, storms eventually congealed into a progressive QLCS that moved across central Iowa and produced 3 weak tornadoes just east of the Des Moines metro area along with a few reports of wind damage and sub-severe hail."
115,124604,5,"A line of strong to severe thunderstorms moved into northwestern Arkansas during the early morning hours of the 3rd, producing isolated wind damage. Another line of storms developed over far eastern Oklahoma during the early afternoon as a cold front moved into the area. These storms moved across northwestern Arkansas producing a tornado and damaging wind gusts."
116,124615,12,"The Florida peninsula experienced strong south to southeast flow with Subtropical Storm Alberto far to the west and a strong high pressure over the western Atlantic. These south winds allowed deep tropical moisture from the Caribbean to move across the Florida peninsula. Some mid-level dry air wrapped itself around the eastern side of Alberto's circulation, which decreased cloud cover across parts of central Florida allowing for daytime heating and instability to increase. Scattered showers and thunderstorms developed during the afternoon and moved towards the coast. One storm became severe in Martin County where it produced a short-lived, weak tornado (landspout)."
117,124616,39,Scattered thunderstorms developed across the region as the remnants of Sub Tropical Storm Alberto lifted north through the Ohio Valley.
118,124621,20,A brief tornado occurred in Belleville Kansas around 815pm CDT.  Only minor tree limb damage was reported by EM along with power lines that were brought down by tree limbs. Radar and assessment of near storm environmental parameters suggest that this could have been a brief weak tornado.
119,124656,40,"Severe thunderstorms developed during the afternoon of the 19th along a stationary front that extended across northern Oklahoma. The storms formed over north central Oklahoma and then moved through eastern Oklahoma producing two tornadoes, damaging wind gusts, and large hail up to golfball size."
120,124740,31,"Severe storms produced numerous reports of hail and 3 brief, weak tornadoes on this Tuesday afternoon and evening. Between 230 and 330 PM CST, scattered fairly small supercell thunderstorms developed along a line from Red Cloud to Grand Island to Columbus. They were not mini-supercells, though, as cloud tops were near 40,000 ft. The storms generally remained along that line except for one storm that moved east into Clay County and another small multicell cluster that moved east along the Nebraska-Kansas border. Nearly 30 occurrences of severe hail were reported with most of between the sizes of quarters and golf balls. The largest hail reported was 2 inches in diameter in the town of Roseland. Three brief EF-0 tornadoes also occurred. The storms from Grand Island to Columbus formed along a slow-moving cold front. One tornado was associated with a supercell located on or very close to the front just west of Aurora. Another tornado formed near Doniphan as a north-northeastward-moving storm crossed the front. The third tornado occurred with the storm that moved east along the Nebraska-Kansas border. This storm evolved from a small bow echo and exhibited a spiral shape as it produced a brief tornado near Chester. The storms dissipated or moved out of south central Nebraska by 6 PM CST.||A low pressure system was near Lake Superior with a slow-moving cold front extending southwest across Nebraska to the Oklahoma Panhandle. In the upper-levels, southwest flow covered most of the U.S., with a trough over the West and a ridge over the Northeast. Just prior to thunderstorm development, temperatures were in the lower 80s with dewpoints in the upper 50s to near 60. With mid-level lapse rates near 8 C/km, MLCAPE was 2000-2500 J/kg. Deep layer shear was 40-50 kts, which was more than sufficient for supercell convective mode."
121,124741,20,"Storms produced very heavy rain, localized hail and wind damage, and even a brief tornado over north central Kansas on this Tuesday afternoon and evening. Around 2 PM CST, several thunderstorms rapidly developed southwest-to-northeast across Rooks and Smith counties. These storms merged into a line as they moved east and gradually evolved into two multicell clusters. Each cluster tracked across portions of Jewell, and Osborne and Mitchell counties. The Jewell County storm become a very small bow echo, but with no wind damage reported. However, some wind damage did occur over southeastern Osborne County where wood framing and metal sheeting were blown off an outbuilding on one farm. A hay rake and two empty grain trailers were also blown over. Hail occurred in many places, with the largest 2 inches in diameter over south central Mitchell County. This same storm produced a brief tornado that resembled an elephant trunk. As these storms moved into northeast Kansas, other storms continued to initiate near Interstate 70 and began lifting into southern Osborne and Mitchell counties after 6 PM CST. The axis of storms stopped lifting north and repeated storm development occurred over southern Osborne and Mitchell counties, between 7 and 11 PM CST, resulting in total rainfall amounts between 2.50 and 5.18 inches. The highest amount of 5.18 inches fell just southeast of Tipton. Flash flooding occurred in low-lying spots from southeast Osborne across central Mitchell counties, with water over multiple county roads. Flooding resulted in a washout where bridge work was being performed in Mitchell county on Victor road, between P and Q roads.||A low pressure system was near Lake Superior with a slow-moving cold front extending southwest across Kansas to the Oklahoma Panhandle. In the upper-levels, southwest flow covered most of the U.S., with a trough over the West and a ridge over the Northeast. Just prior to thunderstorm development, temperatures were in the lower to middle 80s with dewpoints in the lower 60s. With mid-level lapse rates near 8 C/km, MLCAPE was 2000-2500 J/kg. Deep layer shear was 40-50 kts, which was more than sufficient for severe thunderstorms."
122,124784,22,"A pair of short waves moved across the region ahead of an approaching cold front. A couple rounds of thunderstorms resulted, with one super cell producing multiple tornadoes."
123,124841,29,A broken line of severe thunderstorms along a strong cold front produced numerous reports of damaging winds and large hail and one tornado during the late afternoon and evening hours of April 3rd.
124,124860,22,A cold front pushed through Louisiana with severe weather occurring along the boundary. A few tornadoes were also spawned by the line of thunderstorms.
125,124866,29,"Scattered strong thunderstorms developed ahead of a weak 500 mb trough over the Ozark Mountain region. The storms occurred in a moderately unstable air mass, with surface-based capes near 1,500 j/kg. One of the storms produced a non-supercell tornado, causing very minor damage."
126,124947,12,"Scattered showers and thunderstorms moved north through west central Florida on the morning of the 30th. One of the storms produced a brief tornado touchdown east of Arcadia, destroying a barn."
127,124964,48,"Thunderstorms developed as a cold front moved into a warm, moist airmass. A few of these storms produced severe hail and a short lived tornado."
128,125007,1,A strong upper level system combined with a moist and unstable air mass to generate strong and severe thunderstorms across the area. The storms produced several weak tornadoes along with wind damage.
129,125066,17,"A stationary frontal boundary extending across south-central Illinois provided the focus for thunderstorm development during the afternoon and evening of May 15th.  One supercell formed in Christian County and produced an EF-0 tornado east of Palmer.  A second supercell developed further east in Moultrie County, then tracked eastward to the Indiana border producing sporadic wind damage and hail as large as golf balls."
130,125069,17,A dissipating frontal boundary triggered widely scattered strong to severe thunderstorms during the afternoon of May 27th.  The strongest cells produced gusty winds of 50-60 mph and hail as large as ping pong balls.  Another developing cell produced a landspout east of Neoga in Cumberland County.
131,125117,12,A strong upper level system combined with a moist and unstable air mass to generate strong and severe thunderstorms across the area. The storms produced several weak tornadoes along with wind damage.
132,125147,12,"Increasing moist south-southwesterly flow ahead of an approaching cold front lead to scattered shower and storm development along the east coast of South Florida during the afternoon hours. Interaction with the east coast seabreeze brought several strong to severe storms across Palm Beach and Broward Counties during the early to mid afternoon hours. Strong winds, two brief tornadoes, and small hail were reported with this activity."
133,125155,12,"A weak boundary lifting northward across the state and a cold front moving south down the peninsula brought numerous showers and thunderstorms across the region during the afternoon hours. As this activity interacted with the east coast seabreeze, several storms became severe, leading to a brief tornado and small hail in Broward County."
134,125165,40,"Several discrete supercells formed off a dryline in the eastern parts of the panhandles in the late afternoon of the 2nd. These storms moved eastward through the evening, eventually congealing into a line before coming across central Oklahoma. QLCS tornadoes became a significant hazard at this point. After this round of storms made its way out of the area, scattered storms began to form from central Texas up into south western Oklahoma overnight, moving generally northeast into the early morning hours."
135,125166,48,"Several discrete supercells formed off a dryline in the eastern parts of the panhandles in the late afternoon of the 2nd. These storms moved eastward through the evening, eventually congealing into a line before coming across central Oklahoma. QLCS tornadoes became a significant hazard at this point. After this round of storms made its way out of the area, scattered storms began to form from central Texas up into south western Oklahoma overnight, moving generally northeast into the early morning hours."
136,125197,28,A slow moving cold front generated scattered severe thunderstorms that produced damaging winds and a couple of weak tornadoes across north Mississippi on the early morning hours on April 14th.
137,125211,39,An area of low pressure moved across the Tennessee Valley on April 15th.  A front or trough stretching north from this low crossed northern Ohio causing a large area of showers to develop.  Some embedded thunderstorms were also reported.  One of the thunderstorms produced a brief tornado in Coventry in Summit County.  Some straight line downburst wind damage was also reported in nearby Twinsburg.
138,125220,45,Scattered to numerous afternoon thunderstorms developed ahead of a cold front from late morning through the afternoon across Upstate South Carolina. Several of the storms produced severe weather in the form of large hail and locally damaging winds.
139,125263,17,"Multiple rounds of thunderstorms impacted the region on the last day of May. Damaging winds, large hail, flooding, and a couple tornadoes were observed in this outbreak. The first round of storms moved through southern Illinois, mainly north of Route 13, during the morning hours. Widespread damaging winds were associated with this line of storms. Scattered thunderstorm development then began by mid to late afternoon, with coverage increasing further into the evening hours. The first round of storms left an outflow boundary across southeast Missouri and the lower Ohio Valley, where scattered thunderstorms developed. Surface dewpoints near the boundary were in the lower 70s, which contributed to moderately strong instability. A subtle shortwave trough across the mid Mississippi Valley and lower Missouri Valley provided large-scale ascent for the evening round of storms. Mid-level winds around 50 knots located just ahead of the shortwave helped to create moderate to strong deep-layer wind shear, favorable for a few supercells."
140,125266,29,"An outbreak of severe thunderstorms impacted the region on the last day of May. Damaging winds, large hail, and a tornado were observed in this outbreak. Scattered thunderstorm development began by mid to late afternoon, with coverage increasing further into the evening hours. Scattered thunderstorms developed along an outflow boundary across southeast Missouri and the lower Ohio Valley. Surface dewpoints near the boundary were in the lower 70s, which contributed to moderately strong instability. A subtle shortwave trough across the mid Mississippi Valley and lower Missouri Valley provided large-scale ascent for the storms. Mid-level winds around 50 knots located just ahead of the shortwave helped to create moderate to strong deep-layer wind shear, favorable for a few supercells."
141,125269,29,Severe thunderstorms caused damaging wind and large hail.
142,125328,32,"A closed low meandering across northern Nevada on May 22nd, 2018 prodcued weak showers and thunderstorms. One of the stronger thunderstorms produced a weak tornado across northern Elko County."
143,125336,1,"A deepening surface low over south Mississippi tracked northeast and into west Alabama by the late afternoon hours on April 22nd. The surface low pushed and warm front northward into Central Alabama and caused the low level winds to back, increasing the |low level shear and instability."
144,125462,55,"A brief tornado touched down near Fennimore (Grant County) in the early afternoon of May 9th as scattered thunderstorms moved across the area. The tornado was only on the ground for a couple of minutes but damaged a machine shed, barn, trees and  blew windows out of a house. Thunderstorms also moved across the region in the morning with lightning striking a school in Fennimore (Grant County). A small fire resulted on the roof of the building and school was delayed for two hours."
145,125464,36,"Severe thunderstorms impacted portions of the eastern Catskills, Mid-Hudson Valley, and Taconics during the afternoon of May 15th. Several supercell thunderstorms developed, with the lead storm resulting in a EF1 tornado near Saugerties and a swath of hail of two inches diameter and greater. Later in the afternoon, an intense thunderstorm with winds up to 105 mph resulted in a widespread area of wind damage along the I-84 corridor in southern Dutchess County. ||Over 35,000 customers in Dutchess and Ulster Counties lost power as a result of the storms. Travel restrictions were issued for southern Dutchess County due to downed trees and malfunctioning traffic lights, and Amtrak and Metro North rail service was suspended in the county. The governor deployed 125 members of the National Guard to aid storm recovery efforts."
146,125477,40,An area of storms formed across Oklahoma along and around a stationary front (several other lingering boundaries contributed as well) on the afternoon of the 19th. These storms moved southeast into the night with some training resulting in flooding.
147,125479,40,The 25th saw two rounds of storms: one moving southeast through north central Oklahoma in the morning and the other moving southeast through western north Texas and western Oklahoma in the evening. A non-thunderstorm wind gust occurred associated with a heat burst with the second set of storms.
148,125482,40,"On the evening of the 29th, storms formed along a dryline in the panhandles and a front stretching into Kansas, then moved east and southeast through Oklahoma through the night and into early morning."
149,125554,31,"Severe thunderstorms developed ahead of a cold front moving slowly southeast across eastern Nebraska and western Iowa.  Supercell thunderstorms produced hail as large as 4 inches in diameter in Butler County, and thunderstorm winds as high 80 mph near Wymore,NE.  A tornado briefly touched down near Odell in Gage County.  Heavy rainfall in some of the storms caused water to go over roads in Butler County and Burt County."
150,125626,51,"Warm and humid conditions had been in place for several days leading up to this event. A weak upper level system passed through the region, sparking showers and thunderstorms, mainly during the afternoon and evening hours. One storm did spin up a brief and weak tornado."
151,125637,37,"A strong upper low moved from Iowa across the Lower Great Lakes region, with a deep trough taking on a negative tilt while swinging into North Carolina. An associated strong cold front approached western North Carolina that afternoon and pushed east and east-northeast across central North Carolina on the night of the 15th. A strengthening and backing flow at all levels led to a surge of moisture into NC. Moderate instability, strong deep layer shear, and high low-level storm-relative helicity were also present. The result was a quasi-linear convective system with embedded mesovortices, which produced widespread severe weather, including a tornado in Greensboro, as it moved through North Carolina."
152,125644,18,A severe thunderstorm produce large hail and a brief land spout tornado during the evening of May 27th.
153,125645,17,Strong thunderstorms produced heavy rain and flooding across northern Illinois. Several funnel clouds and a brief land spout tornado were also reported.
154,125671,12,An upper level low over the eastern Gulf of Mexico allowed brought abundant tropical moisture to the region. With all of this moisture scattered showers and thunderstorms developed along sea breeze and outflow boundaries. A few of these storms became severe producing  hail and a tornado.
155,125674,18,"A low pressure system generated numerous thunderstorms across central Indiana on April 3rd. The first few rounds of thunderstorms produced heavy rain and flooding across the area, while the final round of thunderstorms brought damaging winds and a couple of tornadoes."
156,125716,5,An unstable airmass allowed for a weak landspout to form over an open field in northeast Arkansas.
157,125730,56,"Severe thunderstorms developed over portions of central and southern Wyoming. In Sweetwater County, a tornado formed near Granger. The tornado was photographed by many people. The tornado remained over open country and caused no damage. In addition, flash flooding was reported over rural portions of Sweetwater County. In Fremont County, another tornado briefly touched down southeast of South Pass."
158,125754,29,Isolated severe weather impacted the Ozarks Region.
159,125794,12,"A fast-moving pre-frontal squall line passing through the upper Florida Keys developed an embedded supercell thunderstorm with attendant mesocyclone along the Florida Bay side of Upper Matecumbe Key.  The supercell thunderstorm moved east-northeast, producing a waterspout which made landfall on the bayside of Plantation Key, Islamorada.  The tornado crossed the Overseas Highway, exiting oceanside just southwest of Tavernier Creek.  The waterspout then made a second landfall oceanside in Tavernier southeast of Tavernier Creek before dissipating."
160,125795,38,"Discrete storms developed initially ahead of a strong shortwave in moderate instability and shear. The initial storms produced large hail and several funnel clouds along with three short-lived tornadoes, one in Morton County, one in Stark, and one in Dunn County. There was no damage with the three tornadoes and so they were all rated EF0. Additional storm growth then occurred, forming into a small mesoscale convective system with large hail and strong wind gusts as the main threats. The largest hail was half-dollar size, and fell in both Hettinger and Dunn Counties. The strongest wind gusts of 75 mph occurred in Morton and Rolette counties."
161,125810,19,"A juicy air mass was in place across the region with highs into the mid 90s and dew points into the mid 60s to low 70s. Resulting SB and MUCAPE values were in the 3000 to 4000 J/kg values. Other supporting factors for sustained severe storms were relatively lacking with little effective helicity to speak of, let alone effective shear. DCAPE, however, was fairly robust in the 1400-1700 J/kg range.  Additionally, a weak north-south boundary was laid up across western Iowa that saw a brief landspout near Plover during initial development of storms. Overall, the majority of reports through central and northern Iowa were severe hail and winds from short-lived convection."
162,125811,19,"General surface high pressure remained in the region, keeping the area hot. With moisture off the from remnants of Alberto and general southerly flow down to the Gulf of Mexico, moisture was fairly plentiful with surface dew points in the mid to upper 60s. Support for sustained severe weather was fairly lackluster, with limited hail CAPE, negligible effective shear, but overall SBCAPE values did exceed 3000 to 4000 J/kg. DCAPE values were relatively high in excess of 1000 to 1200 J/kg, raising concern for strong downdrafts/microbursts.  ||Lingering convection from western Kansas the day before slowly worked towards western Iowa in the morning hours as waves ejected from a western upper level trough. Additionally, weak warm air advection aided initial storm initiation across the western half of Iowa ahead of the larger wave moving off the Rockies. Initially, numerous storms were seen by early afternoon with most being sub-severe. Outflows form early storms also proceeded to initiate subsequent storms, eventually congealing briefly into a linear looking structure. Nearly all severe reports received were wind related from microbursts and collapsing storms as well as one landspout near Ames. Power outages occurred with the storms with at over 9,000 customers without power at one time or another between Ames and Des Moines."
163,125870,38,Thunderstorms developed during the morning into the mid-day hours over central and eastern North Dakota to the north of a surface and upper level low pressure system. One thunderstorm near Bordoulac produced a landspout tornado which was slow moving and lasted about 15 minutes. No damage occurred with this tornado and so it was rated EF0.
164,125892,13,"East coast sea breeze storms moved inland an converged with high instability and inflow which cause a brief, weak EF0 landspout to form NW of Screven."
165,125907,16,"A powerful storm created Funnel clouds, a tornado and extremely large hail the early evening of April 7th.   Hail up to two inches in the Idaho Falls area and funnel clouds and a touchdown in Bingham County."
166,125912,55,Scattered strong to severe thunderstorms formed during the passage of a shortwave trough and cold front. Large hail and one EF0 tornado occurred.
