,EVENT_ID,BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,YEAR,MONTH_NAME,BEGIN_DATE_TIME,END_DATE_TIME,DAMAGE_PROPERTY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,BEGIN_LOCATION,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_ID
72,739096,201802,24,1806,201802,24,1815,2018,February,24/02/2018 18:06,24/02/2018 18:15,1.00M,EF1,6.4,50,KEISER,COTTONWOOD CORNER,35.6381,-90.1321,35.6975,-90.0446,The tornado started just southwest of the town of Keiser. Several buildings in town lost parts of roofs and had windows blown out. A couple of buildings had partial or entire roof loss. There was also blown transformers and down trees and power lines across town. The tornado continued through fields and then crossed Interstate 55 before providing considerable damage to a hotel. The tornado ended soon after in an adjacent field. Estimated peak wind was 90 mph.,123183
73,739099,201802,24,1907,201802,24,1910,2018,February,24/02/2018 19:07,24/02/2018 19:10,2.00M,EF1,3.18,450,GIBBS,HARRIS,36.4167,-89.0012,36.4587,-88.9776,"The tornado occurred just east of Union City, Tennessee. The tornado's damage pattern suggested a broad, occasionally disorganized circulation with several small swaths of more intense damage. A number of homes along the path had roof damage. Several mobile homes were destroyed. The most significant damage was noted on Orchard and Jenkins Roads and also along Knox Daniel Road. Peak winds were estimated at 105-110 mph.",123182
74,739168,201801,22,112,201801,22,113,2018,January,22/01/2018 01:12,22/01/2018 01:13,0.00K,EF0,0.18,25,LABADIE,GRAY SUMMIT,38.5094,-90.8232,38.5102,-90.8206,"A very weak tornado developed west of the intersection of Decker Road and Dusty Road north of Gray Summit snapping several trees and crossing an open corn field before lifting. It was only on the ground for a total of one minute and less than two tenths of a mile, but the debris from the harvested corn field was lofted nearly 4300 feet in the air and was detected by radar for 15 minutes after the tornado dissipated. The tornado was rated EF0. Path length was 0.18 miles with a max path width of 25 yards.",123309
75,739432,201803,18,1829,201803,18,1834,2018,March,18/03/2018 18:29,18/03/2018 18:34,,EF0,0.06,25,SPEARMAN,SPEARMAN,36.13,-101.19,36.1301,-101.189,Land spout tornado reported with multiple photos. Was on ground for about 5 minutes.,122701
76,739885,201803,3,1302,201803,3,1310,2018,March,03/03/2018 13:02,03/03/2018 13:10,0.00K,EF0,0.1,10,BISHOP,BISHOP,37.402,-118.395,37.402,-118.395,There were several public reports of a landspout tornado.  Additional information was gathered from the local newspaper in Bishop California.,123388
77,739891,201802,7,348,201802,7,355,2018,February,07/02/2018 03:48,07/02/2018 03:55,25.00K,EF1,4.96,350,CRAVENS,PITKIN,30.96,-93.0201,30.9641,-92.9365,A tornado started west of Webster Marcile Road near the community of Cravens snapping several pine trees. It crossed Highway 10 north of Pitkin traveling east to Highway 458 and H Spears road where the most intense damage occurred. At this location numerous fallen trees were noted with one house receieving significant damage from trees. The last visible damage was noted along Fullerton Blacktop Road.,123391
78,739938,201803,27,1549,201803,27,1551,2018,March,27/03/2018 15:49,27/03/2018 15:51,0.00K,EF0,0.11,20,NEEDMORE,NEEDMORE,33.3387,-102.3238,33.3385,-102.322,A video posted to social media showed a well developed landspout tornado in an open field just north of the intersection of Farm to Market Road 211 and US Highway 385 in Terry County.,122968
79,739942,201804,15,755,201804,15,756,2018,April,15/04/2018 07:55,15/04/2018 07:56,0.00K,EF1,0.46,31,(BGE)BAINBRIDGE-DECATUR ARPT,AUSMAC,30.9838,-84.6355,30.9887,-84.6303,A brief tornado occurred with trees snapped and fallen in different directions along Brinson Airbase road. Max winds were estimated at 90-95 mph based on the snapped trees. Other tree damage further southwest was determined to be straight line wind damage estimated at 60-80 mph.,123408
80,740038,201802,24,1752,201802,24,1806,2018,February,24/02/2018 17:52,24/02/2018 18:06,2.00M,EF2,12.44,150,WILHELMINA,MALDEN,36.4796,-90.1591,36.556,-89.9563,"The tornado tracked from Clay County, AR to Dunklin County. Most of the damage was in Malden where a number of homes were damaged. A few homes, trees and power poles were damaged from the St. Francis River to Malden. The path was intermittent. The tornado crossed into New Madrid County and then lifted. Estimated peak wind along the entire track was 115 mph.",123419
81,740062,201802,24,1851,201802,24,1858,2018,February,24/02/2018 18:51,24/02/2018 18:58,50.00K,EF0,5.59,75,ANTIOCH,DIXIE,36.3753,-89.2938,36.4292,-89.2188,A weak tornado tracked through rural sections of Obion County knocking down a few trees and damaging a few farm outbuildings.,123182
82,740250,201802,24,1917,201802,24,1922,2018,February,24/02/2018 19:17,24/02/2018 19:22,25.00K,EF0,4.25,75,GEORGETOWN,BARRONS CORNER,36.0043,-88.9915,36.0447,-88.9342,A weak tornado tracked through rural areas knocking down trees.,123182
83,740257,201802,24,1921,201802,24,1926,2018,February,24/02/2018 19:21,24/02/2018 19:26,50.00K,EF0,5.15,75,RUTHVILLE,LATHAM,36.4106,-88.7895,36.4446,-88.7117,A weak tornado tracked across rural parts of northern Weakley County. Trees were knocked down and a couple of farm buildings were damaged.,123182
84,740260,201802,24,1936,201802,24,1943,2018,February,24/02/2018 19:36,24/02/2018 19:43,25.00K,EF0,7.38,75,LIBERTY,JEWELL,36.2266,-88.6918,36.2898,-88.5851,A weak tornado tracked across rural areas knocking down trees.,123182
85,740265,201802,24,2002,201802,24,2007,2018,February,24/02/2018 20:02,24/02/2018 20:07,50.00K,EF1,3.85,75,INDIA,NOBLES,36.3321,-88.2714,36.3546,-88.2081,A weak tornado tracked northeast of Paris knocking down trees and a few power poles.,123182
86,740610,201804,13,1748,201804,13,1754,2018,April,13/04/2018 17:48,13/04/2018 17:54,0.00K,EF1,4.96,250,OZONE,ROSETTA,35.6662,-93.4634,35.7127,-93.396,"The tornado developed just northwest of Ozone in northern Johnson county, just south of County Road 5420, knocking down several large pine trees. This tornado continued northeast through rural areas of the Ozark National Forest, continuing to knock down several pine and a few hardwood trees, including a few snapped trunks. This tornado lifted just east of Arkansas Hwy 21 near County Road 5571.",123494
87,740611,201804,13,1945,201804,13,1946,2018,April,13/04/2018 19:45,13/04/2018 19:46,10.00K,EF1,0.5,150,GAMALIEL,GAMALIEL,36.4193,-92.2605,36.4208,-92.2517,"This tornado touched down near the intersection of Arkansas Hwy 101 and County Road 804, with several trees either uprooted or trunks snapped. There was also some minor damage to a church, along with damage to a garage and outbuildings.",123494
88,740614,201804,13,2013,201804,13,2014,2018,April,13/04/2018 20:13,13/04/2018 20:14,0.00K,EF0,0.16,100,OPPELO,OPPELO,35.0808,-92.8024,35.0807,-92.7995,"Several trees were snapped or uprooted near Timberlake Reservoir, mainly confined to the Haynes Lane area.",123494
89,740617,201804,13,2113,201804,13,2114,2018,April,13/04/2018 21:13,13/04/2018 21:14,2.00K,EF0,0.09,80,EL PASO,EL PASO,35.0921,-92.034,35.0921,-92.0324,"A brief tornado occurred along Bears Den Lane southeast of El Paso, AR, uprooting or snapping trees and damaging an outbuilding.",123494
90,740620,201804,13,1851,201804,13,1852,2018,April,13/04/2018 18:51,13/04/2018 18:52,,EF0,0.65,100,ODEN,ODEN,34.6296,-93.8257,34.6357,-93.817,"A brief tornado was witnessed by Law Enforcement west of Pencil Bluff, or northwest of Oden in western Montgomery County. A cooperative observer also reported several trees down in the area of a shooting range in the Ouachita National Forest property nearby.",123494
91,740791,201803,17,2031,201803,17,2036,2018,March,17/03/2018 20:31,17/03/2018 20:36,500.00K,EF1,5.06,630,CLEVELAND WHITE ARPT,CLEVELAND WHITE ARPT,34.7903,-83.784,34.7402,-83.719,"A National Weather Service survey team found that an EF1 tornado, with a maximum wind speed of 105 mph and a maximum path width of 630 yards, moved across northern White County. The tornado touched down at the Upper Chattahoochee River Campground in the Chattahoochee Wildlife Management area, just south of the Union County line. Hundreds of trees were blown down as the tornado travelled southeast across the northern portion of the Wildlife Management Area. The tornado passed out of the Chattahoochee WMA along Highway 17 north of Dyers Drive where it struck an RV resort containing dozens of recreational vehicles. Dozens of trees were blown down in the resort area destroying four buildings and an unoccupied trailer. Other large trees narrowly missed several occupied trailers in the park. Across Highway 17 from the resort, an entire stand of several hundred trees was snapped or uprooted along a ridge. This area around the RV resort and the ridge is where the tornado reached its maximum strength of 105 mph and width of 630 yards. The tornado quickly weakened after crossing the ridge but continued moving southeast through forest land snapping and uprooting trees. The path crossed Tray Mountain Road before ending north of Unicoi State Park along Anna Ruby Falls Road. In total, it is estimated that a thousand or more trees were snapped or uprooted along the entire path of this tornado. [03/17/18: Tornado #1, County #1/1, EF-1, White, 2018:004].",123499
92,740807,201803,19,2113,201803,19,2114,2018,March,19/03/2018 21:13,19/03/2018 21:14,300.00K,EF1,1.02,400,HOOPER,STEADMAN,33.774,-85.3617,33.776,-85.3441,"A National Weather Service survey team found that the tornado that struck Jacksonville, AL moved into Georgia as an EF1 with a maximum wind speed of 95 mph and a maximum path width of 400 yards. The tornado entered Georgia northwest of Tallapoosa along Broad Street, snapping and uprooting trees along the road as it moved east for about a mile before ending on Edgar Little Circle between Broad Street and Womack Road. A large Oak tree fell on a home about 1/4 of a mile east of the state line resulting in extensive damage. No injuries were reported. [03/19/18: Tornado #1, County #1/1, EF-1, Haralson, 2018:005].",123500
93,740815,201803,19,2125,201803,19,2127,2018,March,19/03/2018 21:25,19/03/2018 21:27,300.00K,EF1,1.39,500,BUCHANAN,BUCHANAN,33.8115,-85.1924,33.7916,-85.1888,"A National Weather Service survey team found that an EF1 tornado with maximum wind speeds of 90 mph and a maximum path width of 500 yards occurred on the west side of the city of Buchanan. The tornado touched down north of the New Vision Church of God cemetery and travelled south southeast snapping and uprooting small trees. The tornado intensified and grew in size as it crossed Highway 120 west of the Highway 27 Business Route, reaching its peak in intensity and width south of the highway along Tallapoosa Street. Several large trees were uprooted with one falling on and destroying a home on Tallapoosa Street, seriously injuring two people inside the home. The tornado continued a short distance to the south southeast before dissipating quickly between Jeffers Street and Macedonia Church Road west of Highway 27 Business Route. [03/19/18: Tornado #2, County #1/1, EF-1, Haralson, 2018:006].",123500
94,740823,201803,19,2211,201803,19,2214,2018,March,19/03/2018 22:11,19/03/2018 22:14,750.00K,EF2,0.53,315,CAMPBELLTON,CAMPBELLTON,33.6226,-84.6252,33.6267,-84.6176,"A national Weather Service survey team found that an EF2 tornado with maximum wind speeds of 120 mph and a maximum path width of 315 yards touched down in the South Fulton community between Fairburn and Campbellton. Most of the damage was to two-story homes in the Chestnut Ridge subdivision. More than 50 homes sustained visible damage with at least half sustaining significant damage. The worst damage occurred along Jumpers Trace between Jodhpur Way Suffolk Lane. In this small area, numerous homes had large sections of their roofs removed along with large pieces of the exterior, upstairs, walls. Large trees along the northern and eastern edges of the neighborhood were snapped or uprooted. The tornado continued east for a short distance, ending after crossing Highway 92 just north of Jones Road, but not before it removed part of a roof on a house off of the highway and shingles from the roofs of several houses along Winstar Lane. No injuries were reported. [03/19/18: Tornado #3, County #1/1, EF-2, Fulton, 2018:007].",123500
95,741140,201804,13,1813,201804,13,1823,2018,April,13/04/2018 18:13,13/04/2018 18:23,300.00K,EF2,9,100,MACOMB,OWENS,37.0944,-92.4922,37.1903,-92.3834,An EF-2 tornado with a width of 100 yards and a track on the ground for 9 miles tore through portions of Wright County. The tornado had a maximum estimated wind speed of 130 mph. The track started near Macomb and lifted about 5 miles north of Norwood. One home was completely destroyed in additional to numerous trees and outbuildings blown down or damaged.,123403
96,741141,201804,13,1835,201804,13,1840,2018,April,13/04/2018 18:35,13/04/2018 18:40,25.00K,EF1,5,75,DAWSON,GRAFF,37.2543,-92.3271,37.3015,-92.2533,An EF-1 tornado with a maximum width of 75 yards and estimated maximum wind speed up to 100 mph tracked approximately 5 miles across eastern rural Wright County. Numerous trees and outbuildings were damaged.,123403
97,741142,201804,13,1900,201804,13,1902,2018,April,13/04/2018 19:00,13/04/2018 19:02,20.00K,EF1,1.44,50,UPTON,ROUBIDOUX,37.3844,-92.1495,37.3872,-92.1234,"An EF-1 tornado with maximum width of 50 yards and estimated winds up to 95 mph tore through rural portions of Texas County. The track was just over a mile long. There was damage to a roof, carport, several outbuildings, and trees.",123403
98,741143,201804,13,1920,201804,13,1925,2018,April,13/04/2018 19:20,13/04/2018 19:25,25.00K,EF1,5.54,50,DENT,KIMBLE,37.5234,-91.9248,37.5767,-91.8494,"An EF-1 Tornado damaged a house, a vacant mobile home, and numerous trees were snapped and uprooted. The tornado developed four miles west northwest of Licking and tracked five miles along Highway 32 before lifting five miles southeast of Beulah near Sherrill.  The maximum width was 50 yards and estimated wind speed up to 100 mph.",123403
99,741400,201803,28,1406,201803,28,1409,2018,March,28/03/2018 14:06,28/03/2018 14:09,0.50K,EF1,4.26,1200,IRMA,IRMA,31.8059,-93.0195,31.8189,-92.9485,"An EF-1 tornado with estimated maximum winds near 100 mph touched down along Highway 71 south of Clarence, where large branches were blown down and the tops of several trees were twisted off. The tornado continued east northeast where it paralleled Highway 84 and uprooted numerous trees, before crossing over into Winn Parish.",123615
100,741401,201803,28,1409,201803,28,1422,2018,March,28/03/2018 14:09,28/03/2018 14:22,200.00K,EF1,11.72,1200,ST MAURICE,COLDWATER,31.8189,-92.9485,31.9617,-92.8406,"This is a continuation of the EF-1 tornado from Natchitoches Parish. This tornado intensified shortly after crossing into Winn Parish along Highway 84, where it caused considerable tree damage in the Kisatchie National Forest before the tornado started to take a more northeasterly turn near the southern sections of Saline Lake. The tornado began to parallel Lakeshore Drive northeastward where it uprooted and split several hardwood trees along Lakeshore Drive and Mulligan Inn Loop. Several homes along the east bank of Saline Lake received structural damage from trees falling onto the homes. In this area, the tornado was at its strongest near 105 mph and reached its greatest width. The tornado continued northeastward causing sporadic tree damage along Saline Lake Road before it lifted near the vicinity of Coldwater Road just southwest of the community of Calvin.",123615
101,741418,201803,28,1547,201803,28,1549,2018,March,28/03/2018 15:47,28/03/2018 15:49,15.00K,EF1,1.08,350,HEBERT,HEBERT,32.1779,-91.9954,32.1825,-91.9778,"An EF-1 tornado with estimated maximum winds near 95 mph touched down along Highway 133 just south of the Hebert community where it uprooted a tree. It continued east northeast paralleling Highway 561, where it uprooted or twisted several trees and uplifted shingles and the roofing off of two mobile homes. The tornado then destroyed an out-building and a barn shortly before crossing into Richland Parish.",123615
102,741681,201803,18,2014,201803,18,2018,2018,March,18/03/2018 20:14,18/03/2018 20:18,,EF1,3.15,70,GLAZIER,GLAZIER,36.0248,-100.2995,36.0558,-100.2582,"A tornado touched down in rural Hemphill County northwest of Glazier. The tornado caused damage to trees, power poles and out building equivalent to a lower end EF1.",122701
103,741682,201803,18,2018,201803,18,2024,2018,March,18/03/2018 20:18,18/03/2018 20:24,,EF1,2.88,70,LIPSCOMB,LIPSCOMB,36.0558,-100.2582,36.0891,-100.2273,"A tornado touched down in rural Hemphill County northwest of Glazier and continued into Lipscomb County. The tornado caused damage to trees, power poles and out building equivalent to a lower end EF1.",122701
104,741725,201802,10,1718,201802,10,1719,2018,February,10/02/2018 17:18,10/02/2018 17:19,10.00K,EF0,0.17,100,YELLOW PINE,YELLOW PINE,31.4669,-88.3843,31.4689,-88.3826,A brief EF-0 tornado touched down just south of Hwy 56 and east of Flat Branch Road. The tornado resulted in damage to the metal roof of a residence along with one window blown out. Scattered softwood tree damage was noted along the short path.,123664
105,741729,201803,19,1553,201803,19,1554,2018,March,19/03/2018 15:53,19/03/2018 15:54,500.00K,EF0,0.82,125,TISHOMINGO CO ARPT,TISHOMINGO CO ARPT,34.5051,-88.2099,34.5075,-88.1959,One home and two apartments suffered minor roof damage. In addition several large trees were uprooted and a fence was blown over.,123528
106,741930,201804,3,1714,201804,3,1717,2018,April,03/04/2018 17:14,03/04/2018 17:17,100.00K,EF0,1.25,50,BRUNO,BRUNO,39.8452,-82.4391,39.8441,-82.4157,"An EF0 tornado skipped along a roughly 1.25 mile path. Damage indicators were sparse, however, three pull-behind campers were tossed around at the beginning of the path near Ridenour Road in a convergent pattern and tree damage at the end of the path also indicated a convergent pattern.  A single wide mobile home, just off Ridenour Road, was shifted 3 to 4 feet off its foundation. Another trailer had roof damage and debris blown through the windows on the west facing side, and another outbuilding further east along the path had the roof ripped off.  Several trees along the path were either uprooted or snapped.",123684
107,741943,201802,7,511,201802,7,514,2018,February,07/02/2018 05:11,07/02/2018 05:14,0.00K,EF0,1.97,150,SILOAM,SILOAM,32.4284,-88.2756,32.4257,-88.2419,"The National Weather Service surveyed damage near Siloam in southern Sumter County and determined the damage was consistent with an EF0 tornado, with maximum sustained winds near 80 mph. The tornado started on the east side of a private lake south of Buck Creek where it uprooted two trees, one causing minor damage to a lake house roof. The tornado continued east into a forested area near Buck Creek where it uprooted several more trees. The tornado continued east toward a convenience store at the intersection of County Road 9 and Highway 17. It caused heavy roof damage to the south side of a house and tore two pieces of sheet metal off of the convenience store. The tornado continued east through a densely forested area and tree damage was found further east along a portion of Walker Road between Highway 17 and U.S. Highway 80. The tornado likely dissipated just to the east of this point.",123683
108,742178,201804,3,1545,201804,3,1550,2018,April,03/04/2018 15:45,03/04/2018 15:50,500.00K,EF1,8.75,200,BRYON,YELLOW SPGS,39.7473,-83.971,39.7939,-83.8229,"The tornado first touched down in the 1000 block of Ludlow Road in Beavercreek Township. One barn on the property had roof damage, while the other barn had wall damage. In addition, a silo collapsed. Numerous hardwood and softwood trees were damaged and there was roof and chimney damage to the home. This damage was consistent with low end EF1/high end EF0 damage, with wind estimated at 85 to 90 mph.||Several properties further east along Ludlow Road sustained damage. The most significant being in the 800 block, where a home sustained more than 30 percent of its roof torn off, multiple broken windows, and structural damage to both the exterior and interior walls of the home. Damage to the home was consistent with wind speeds of 90 to 95 mph, EF1 category. Additional significant barn and tree damage occurred on the property.||Further east on Ludlow Road, in the 700 to 500 block, several homes sustained roof damage, with significant damage to barns. Such damage was consistent with high end EF0 damage of 75 to 80 mph.||The tornado continued eastward in the 2400 North Block of U.S. 68. A home received minor siding and roof damage as well as a collapsed chimney, with a fence also destroyed. A large camper was rolled over and the roof was lifted off a brick outbuilding. Damage to this property was consistent with EF1 strength of near 90 mph.||Further east along Clifton Road, structural damage occurred to barns along with roof and porch damage to homes in the 700 and 800 block of Clifton Road. Damage in this area was consistent with EF0 damage of about 75 mph.||Damage became more significant further northeast along Clifton Road, where substantial damage occurred to several barns, along with snapped softwood and hardwood trees. In addition, significant roof and siding damage was present on the residences of two homes in the 2400 block of Clifton Road. Damage here was consistent with low end EF1 between 86 and 90 mph. A sheep farm in this area did experience the loss of five sheep.||The northern most extent of confirmed tornado damage was along State Route 72 and Clifton Road. While there was widespread tree and roof damage along Wilberforce-Clifton Road and State Route 72 south of Clifton, this damage was all in the same direction to the north-northeast, without substantial evidence of back-splatter as associated with rotation. While the wind damage was significant in this area, estimated to be as high as 80 mph, this damage was more consistent with straight line wind damage.",123573
109,742179,201804,3,1556,201804,3,1559,2018,April,03/04/2018 15:56,03/04/2018 15:59,85.00K,EF1,4.3,150,CORTVILLE,SOUTH CHARLESTON,39.7948,-83.7592,39.814,-83.6853,"The tornado touched down on Cortsville Road where a barn was destroyed and a large hardwood tree was knocked down.||Damage continued to the east-northeast, particularly at the McDorman Farm on Selma Pike. At this property, multiple buildings were damaged. A significant portion of the roof of one building was completely lifted off and blown into an adjacent field. On another building, multiple sides had siding removed and sustained some roof damage. Exterior walls on multiple sides of a large barn were also damaged.||It is possible that the tornado briefly lifted beyond this property, although additional tornadic damage was observed as far east as Clifton Road. Shutters were removed and lifted from multiple sides of a two-story home. One tree was also downed nearby. An eyewitness report confirmed the presence of a tornado in this vicinity. The tornado is believed to have ended shortly after as no additional damage was observed further east along Clifton Road and within South Charleston.",123573
110,742181,201804,3,1614,201804,3,1615,2018,April,03/04/2018 16:14,03/04/2018 16:15,60.00K,EF0,0.2,50,NEWPORT,NEWPORT,39.8588,-83.4949,39.8603,-83.4924,"The tornado appears to have touched down at a farm on Roberts Mill Road, where several barns sustained heavy damage. These barns had complete roof removal and the collapse of exterior walls. Barn roofing and wall material was thrown west- northwest across Roberts Mill Road into the tops of trees of adjacent properties, and strewn across fields on the west side of Roberts Mill Road. The damage is consistent with wind speeds around 85 mph.||Other barn damage observed on State Route 38 south of Newport, Old Xenia Road SW south of London, and on State Route 56 southeast of London, was all determined to be nontornadic with no conclusive components of typical tornado damage.",123573
111,742188,201804,3,1637,201804,3,1641,2018,April,03/04/2018 16:37,03/04/2018 16:41,120.00K,EF1,2.63,75,GROVE CITY,GROVE CITY,39.8588,-83.0829,39.8753,-83.0382,"The tornado initially touched down just south of Orders Road and moved northeast, crossing Hoover Road and I-71, and eventually White Road before lifting just north of White Road and just south of Stringtown Road.||The most significant damage along this path occurred on the west side of I-71, first near Orders Road where 4 large utility poles were snapped at the base and lying across Orders Road. Structural damage was found to multiple townhouses and other structures on the west side of Hoover Road, where a newly built detached garage was completely destroyed, and several townhouses had partial uplift and removal of roofing and damage to exterior walls. Many townhouses had garage doors pushed in, with portions of roofs removed. Debris spatter was indicated on all 4 sides of several structures. Four more large electrical transmission poles were snapped on the west side of Hoover Road. Eyewitness photos and videos confirm a tornado on the ground in this area. The most significant damage in this area was consistent with wind speeds around 105 mph and represents the strongest of the winds associated with this tornado.||As the tornado crossed I-71, it began to weaken and lift as damage became lighter and more intermittent, consisting of tree and minor structural damage to roofing materials. Still, many homes immediately east of I-71 suffered at least minor damage and/or tree damage before the tornado lifted.",123573
112,742306,201804,3,1617,201804,3,1633,2018,April,03/04/2018 16:17,03/04/2018 16:33,250.00K,EF1,9.98,125,CRAINVILLE,SPILLERTOWN,37.7616,-89.0737,37.7893,-88.8943,"The tornado touched down in Carterville and tracked east-northeast across Energy to Interstate 57. One to two dozen homes received roof and siding damage. Some of the roof damage was considerable, including loss of the roof decking. One business in Energy sustained major damage, with considerable roof loss and blown out windows. Several barns, sheds, and other structures sustained roof damage. Hundreds of trees were damaged or uprooted. Some downed trees blocked roads. Power poles were snapped. About 400 utility customers lost power throughout the county. The tornado lifted a couple miles northeast of Spillertown, where it was reported by state police. Peak winds were estimated near 105 mph.",123730
113,742311,201804,3,1738,201804,3,1742,2018,April,03/04/2018 17:38,03/04/2018 17:42,50.00K,EF1,2.25,225,NEW HAVEN,NEW HAVEN,37.9512,-88.0651,37.9742,-88.0359,"At a farming business located in very sparsely populated country, considerable damage occurred in a storage yard. Numerous heavy irrigation pipes were moved, and some were bent. Three barns lost metal roofing. A semi tanker trailer was overturned. Debris was thrown 200 to 400 yards. Farming irrigation equipment was damaged and moved. In a small wooded area immediately behind the storage yard, dozens of large trees were snapped or uprooted in a convergent pattern. The path continued intermittently through a wooded area to the flood plain of the Wabash River. Peak winds were estimated near 110 mph.",123730
114,742313,201804,3,1729,201804,3,1743,2018,April,03/04/2018 17:29,03/04/2018 17:43,130.00K,EF1,10.59,75,METROPOLIS MUNI ARPT,MIDWAY,37.1759,-88.7551,37.198,-88.5648,"This tornado touched down just half a mile southwest of the Metropolis airport, then moved east along the northern city limit of Metropolis. Numerous buildings sustained shingle damage. Large tree limbs were blown down, and Bradford pear trees were snapped. A grain bin was destroyed. At the end of the damage track, most of the metal roof was blown off a barn. This location is where the tornado reached its peak intensity, which was estimated near 90 mph. The tornado lifted only about a mile before reaching the Pope County line in national forestland.",123730
115,742314,201804,3,1639,201804,3,1642,2018,April,03/04/2018 16:39,03/04/2018 16:42,40.00K,EF1,1.93,150,PITTSBURG,PITTSBURG,37.7845,-88.85,37.7956,-88.8176,At least a half dozen homes lost shingles. Windows were blown out of one home. A couple of barns lost parts of their roofs. A fence was blown over. There were dozens of trees with broken limbs or snapped trunks. Peak winds were estimated near 95 mph.,123730
116,742316,201804,3,1650,201804,3,1707,2018,April,03/04/2018 16:50,03/04/2018 17:07,500.00K,EF2,10.8,350,BANLICK,RALEIGH,37.8122,-88.707,37.8469,-88.5141,"The tornado entered Saline County from Williamson County. In Saline County, three homes were destroyed. The peak intensity occurred between the Williamson County line and Galatia, where a single-wide mobile home was completely demolished. A well-built house was completely unroofed, and portions of the exterior walls collapsed. Peak winds were estimated near 125 mph at this location. Over a dozen other homes were damaged, with at least partial loss of shingles and siding. A couple dozen barns and pole barns were destroyed or heavily damaged. Hundreds of trees were snapped or uprooted.",123730
117,742335,201804,3,1754,201804,3,1800,2018,April,03/04/2018 17:54,03/04/2018 18:00,175.00K,EF2,4.32,300,BURNA,HAMPTON,37.2461,-88.392,37.2798,-88.3259,"The tornado touched down in a very rural area along Highway 763, just north of Dyer Hill.  Near the end of the damage track, a well-built two-story home was moved off its basement foundation. All basement walls were cracked, and water lines were broken. This is where the tornado reached its peak intensity of 125 mph. Dozens of trees were snapped or uprooted. Four vehicles were destroyed. One vehicle was rolled 50 feet. A few outbuildings were destroyed.",123737
118,742336,201804,3,1836,201804,3,1838,2018,April,03/04/2018 18:36,03/04/2018 18:38,20.00K,EF1,0.82,75,PRYORSBURG,PRYORSBURG,36.6945,-88.7265,36.7001,-88.7134,"The tornado started just south of Kentucky Highway 1748, where it uprooted some trees. As the tornado continued northeast, tin from barn roofs was lofted about 100 yards into a nearby field. An unoccupied mobile home was moved about four feet from its foundation. The walls were gone, but the wood frame and roof remained. Trees nearby were snapped. Peak winds were estimated near 95 mph. The tornado lifted just as it reached the Purchase Parkway.",123737
119,742341,201804,3,1809,201804,3,1810,2018,April,03/04/2018 18:09,03/04/2018 18:10,20.00K,EF1,0.32,100,OAKTON,OAKTON,36.7086,-89.0355,36.7097,-89.0299,This brief tornado occurred along the west side of Kentucky Highway 58. Trees were snapped and uprooted. A roof was lifted off a barn and thrown 50 feet into some woods. A metal roof was peeled back on a house. A rotten tree fell on a mobile home and destroyed it. Peak winds were estimated near 100 mph.,123737
120,742345,201804,3,1817,201804,3,1818,2018,April,03/04/2018 18:17,03/04/2018 18:18,30.00K,EF1,0.32,75,NEW CYPRESS,NEW CYPRESS,36.7416,-88.9192,36.7445,-88.9147,This very brief tornado occurred in farm country of northeast Hickman County. All walls were blown out of a chicken barn. Peak winds were estimated near 100 mph.,123737
121,742383,201802,15,1843,201802,15,1844,2018,February,15/02/2018 18:43,15/02/2018 18:44,50.00K,EF1,1.74,440,SOUTH UNIONTOWN,COOLSPRING,39.9087,-79.7274,39.9009,-79.6961,"The National Weather Service in Pittsburgh PA confirmed a tornado in Uniontown and North Union Township in Fayette County, western Pennsylvania on February 15th.The tornado started near the intersection of Phillipi Avenue and Pittsburgh Street then traveled eastward for two miles before lifting near Kennedy Street. The worst damage was located between Monroe avenue and North Gallatin avenue where several buildings lost either part or their entire roof. A four level senior living building lost nearly half its roof. There was also numerous power lines down and a destroyed car port on North Gallatin Avenue. Several homes in the Greenpoint / Laurel estates area suffered damage to their roofs as well. The track just missed Laurel Highlands high school and continued just to the south of the school and lifted in the Woodview Terrace area. In that region, tree damage occurred. Through the entire path of the storm, hardwood trees were snapped or uprooted. Several pine trees were |uprooted as well.",123749
122,742591,201802,24,1720,201802,24,1721,2018,February,24/02/2018 17:20,24/02/2018 17:21,30.00K,EF1,0.28,50,MERRY OAKS,MERRY OAKS,37.0351,-86.1243,37.0363,-86.1195,"This is the final 0.3 miles of the tornado that touched down in Warren County near the intersection of Hays Pondsville Rd and FH Roundtree Rd.  In Barren County, the roof of a sunroom was torn off a home and an outbuilding destroyed. The tornado then moved over open countryside where drone footage showed it deposited the remainder of its debris.  The total path length of the tornado in both counties was 1.9 miles.",122610
123,742658,201802,24,1711,201802,24,1712,2018,February,24/02/2018 17:11,24/02/2018 17:12,20.00K,EF0,0.21,50,EIGHT MILE,EIGHT MILE,35.4534,-91.0543,35.4539,-91.0506,"A very small tornado touched down on a property in|Beedeville, Arkansas. This tornado snapped a few trees and uplifted |two outbuildings, spreading debris into the fields and aloft into nearby|trees. A tree fell on a third outbuilding. The most significant damage|occurred as a metal beam from one of the outbuildings smashed the cab of|a tractor.",123518
